audit_year,Country,Hospital/Site,Hospital Beds (HC),Diabetic Patients (BA),Prevalence of diabetes,Percentage White,Percentage emergency,Percentage Mangement of diabetes,Percentage other medical,Percentage Non Medical,Percentage Diabetes Type 1,Percentage Diabetes Type 2 - Insulin,Percentage Diabetes Type 2 - Non insulin,Percentage Diabetes Type 2 - Diet only,Percentage Diabetes Type Other,Nursing hours,Consultant hours,Dietician hours,Podiatrist hours, Blood Glucose monitoring Days , Appropriate Days , Good Diabetes Days ,Visit by specialist diabetes team,Medication errors,prescription errors,management errors,Insulin Errors,Admitted with foot disease,Seen by the MDT within 24 hours,Foot Risk Assessment completed within 24 hours,Foot Risk Assessment completed during the hospital stay,% Severe Hypo,% Minor Hypo,Meals Suitable,Meals Timing,Meals Choice,Staff Knowledge - Answer Qs,Staff Knowledge - Emotional support,Staff Knowledge - Work together,Overall Satisfaction,Patient reported unexpected high,Patient reported unexpected low,Able to take control of diabetes care,Staff aware of diabetes,some all or most staff know enough about diabetes,Percentage renal replacement therapy
2015,England,Hospital,418,50,11.96%,94.00%,92.00%,8.51%,72.34%,19.15%,17.02%,29.79%,40.43%,12.77%,0.00%,0.88,0.28,0.1,0,6.14,6.47,4.48,19.57%,33.33%,25.93%,25.93%,29.63%,13.04%,50.00%,16.67%,23.81%,15.38%,9.09%,N/A,58.93%,38.90%,78.09%,N/A,N/A,83.67%,N/A,N/A,49.79%,79.48%,58.33%,0.00%
2015,England,Hospital,229,42,18.34%,95.24%,83.33%,2.38%,76.19%,21.43%,11.90%,26.19%,40.48%,21.43%,0.00%,1.31,0.48,0.31,0.69,6.77,5.71,4.2,25.00%,41.94%,29.03%,16.13%,22.58%,2.50%,0.00%,0.00%,5.00%,3.85%,14.71%,N/A,72.52%,50.41%,63.83%,N/A,N/A,83.37%,N/A,N/A,55.39%,65.88%,37.66%,0.00%
2015,England,Hospital,313,45,14.38%,93.33%,95.56%,8.89%,75.56%,15.56%,2.27%,31.82%,50.00%,13.64%,2.27%,1.51,0.98,0,0.18,6.73,6.57,4.44,46.51%,26.47%,17.65%,11.76%,11.76%,2.27%,0.00%,2.44%,4.88%,3.33%,11.63%,N/A,65.29%,46.58%,77.23%,N/A,N/A,89.23%,N/A,N/A,64.94%,100.00%,55.53%,2.22%
2015,England,Hospital,443,67,15.12%,89.55%,98.48%,3.08%,84.62%,12.31%,10.94%,26.56%,45.31%,17.19%,0.00%,0.88,0.02,0,0,6.87,6.65,4.56,21.21%,64.71%,27.45%,50.98%,33.33%,3.08%,0.00%,14.29%,17.86%,18.18%,28.07%,N/A,34.49%,36.79%,86.93%,N/A,N/A,70.26%,N/A,N/A,42.94%,78.76%,63.30%,0.00%
2015,England,Hospital,880,146,16.59%,98.63%,88.28%,8.51%,78.01%,13.48%,13.97%,36.03%,27.21%,22.06%,0.74%,1.21,0.45,0.24,0.12,6.84,6.74,4.28,44.06%,38.32%,21.50%,29.91%,28.97%,3.57%,40.00%,27.14%,33.57%,6.87%,19.12%,N/A,66.16%,64.84%,93.70%,N/A,N/A,91.85%,N/A,N/A,59.71%,94.39%,82.46%,10.96%
2015,England,Hospital,1109,217,19.57%,72.81%,76.74%,7.41%,75.46%,17.13%,7.11%,35.07%,42.65%,12.80%,2.37%,1.78,0.39,0.43,0.11,6.86,6.74,3.86,33.80%,25.00%,8.33%,19.44%,17.22%,6.54%,46.67%,17.48%,19.90%,11.65%,25.59%,N/A,67.27%,58.38%,84.41%,N/A,N/A,89.91%,N/A,N/A,72.83%,85.50%,70.03%,8.33%
2015,England,Hospital,426,60,14.08%,98.33%,96.61%,10.17%,88.14%,1.69%,6.78%,37.29%,27.12%,28.81%,0.00%,1.87,1.13,0.13,0.93,6.75,6.35,4.7,14.04%,43.24%,32.43%,24.32%,29.73%,11.86%,14.29%,72.41%,74.14%,10.20%,17.54%,N/A,70.47%,65.13%,62.24%,N/A,N/A,81.39%,N/A,N/A,74.17%,74.12%,56.04%,0.00%
2015,England,Hospital,388,68,17.53%,76.47%,98.53%,10.29%,70.59%,19.12%,4.69%,28.13%,42.19%,25.00%,0.00%,0.96,0.41,0.47,0.24,6.79,6.7,5.06,30.30%,20.00%,13.33%,8.89%,11.11%,6.56%,100.00%,26.79%,32.14%,6.78%,21.31%,N/A,60.16%,37.60%,69.35%,N/A,N/A,79.60%,N/A,N/A,65.92%,96.42%,51.90%,0.00%
2015,England,Hospital,385,74,19.22%,100.00%,90.41%,9.59%,76.71%,13.70%,7.14%,35.71%,34.29%,20.00%,2.86%,1.85,1.03,0.41,1.03,6.87,6.54,5.14,52.11%,19.15%,17.02%,6.38%,8.51%,9.59%,25.00%,10.96%,20.55%,9.09%,19.70%,N/A,64.73%,50.18%,100.00%,N/A,N/A,91.39%,N/A,N/A,56.43%,91.39%,65.13%,4.11%
2015,England,Hospital,273,55,20.15%,100.00%,90.91%,3.70%,85.19%,11.11%,9.26%,33.33%,38.89%,18.52%,0.00%,1.23,0.73,0,0.18,6.85,6.6,4.37,40.00%,26.32%,15.79%,18.42%,23.68%,7.27%,20.00%,23.64%,29.09%,10.00%,16.98%,N/A,76.47%,61.18%,92.66%,N/A,N/A,95.32%,N/A,N/A,70.37%,100.00%,90.36%,0.00%
2015,England,Hospital,900,36,4.00%,77.78%,86.11%,14.71%,58.82%,26.47%,5.71%,48.57%,37.14%,8.57%,0.00%,3.64,2.44,0.33,0.81,7,6.21,4.46,45.71%,36.67%,20.00%,16.67%,10.00%,24.14%,57.14%,33.33%,40.74%,17.65%,24.00%,N/A,68.69%,64.93%,85.95%,N/A,N/A,79.30%,N/A,N/A,50.90%,91.29%,75.16%,8.57%
2015,England,Hospital,333,68,20.42%,97.06%,89.71%,10.29%,77.94%,11.76%,4.48%,26.87%,44.78%,23.88%,0.00%,2.1,1.6,0.38,0.23,6.96,6.6,4.42,46.27%,53.19%,31.91%,27.66%,34.04%,16.18%,27.27%,7.35%,7.35%,10.34%,27.12%,N/A,70.56%,76.54%,81.63%,N/A,N/A,85.49%,N/A,N/A,49.42%,78.78%,74.56%,1.47%
2015,England,Hospital,833,99,11.88%,88.89%,88.78%,8.08%,63.64%,28.28%,10.53%,28.42%,34.74%,25.26%,1.05%,1.64,0.32,0.56,0,6.51,5.99,3.33,29.17%,37.50%,27.78%,16.67%,25.00%,9.18%,33.33%,16.67%,18.75%,15.15%,18.18%,N/A,68.32%,65.04%,71.06%,N/A,N/A,84.32%,N/A,N/A,72.60%,84.07%,62.94%,0.00%
2015,England,Hospital,355,58,16.34%,93.10%,94.83%,10.53%,78.95%,10.53%,8.77%,29.82%,49.12%,12.28%,0.00%,2.53,0.6,1.26,0.9,6.7,6.21,4.01,27.59%,53.49%,46.51%,20.93%,32.56%,7.02%,100.00%,15.79%,17.54%,13.89%,25.58%,N/A,62.00%,58.21%,91.79%,N/A,N/A,92.83%,N/A,N/A,51.11%,83.61%,67.23%,0.00%
2015,England,Hospital,502,75,14.94%,84.00%,90.67%,10.81%,78.38%,10.81%,5.33%,32.00%,49.33%,12.00%,1.33%,1.47,0.96,0.17,1.05,6.83,6.71,5.43,34.25%,20.69%,13.79%,12.07%,8.62%,13.33%,100.00%,42.86%,44.44%,7.94%,21.54%,N/A,85.24%,71.93%,88.52%,N/A,N/A,81.76%,N/A,N/A,76.36%,94.38%,77.75%,2.67%
2015,England,Hospital,655,41,6.26%,87.80%,100.00%,20.00%,62.50%,17.50%,7.89%,21.05%,63.16%,7.89%,0.00%,3.84,2.98,1.71,3.5,6.59,6.44,3.94,57.89%,13.33%,6.67%,10.00%,6.67%,10.00%,75.00%,10.26%,10.26%,14.81%,20.00%,N/A,43.21%,26.61%,100.00%,N/A,N/A,100.00%,N/A,N/A,50.82%,90.07%,74.10%,0.00%
2015,England,Hospital,489,77,15.75%,90.91%,82.43%,7.89%,69.74%,22.37%,5.33%,25.33%,37.33%,32.00%,0.00%,1.82,0.99,0.53,1.37,6.62,6.55,4.75,22.97%,28.26%,13.04%,21.74%,19.57%,9.46%,71.43%,9.46%,12.16%,18.37%,26.23%,N/A,91.31%,64.38%,78.40%,N/A,N/A,83.28%,N/A,N/A,59.11%,83.37%,75.34%,0.00%
2015,England,Hospital,513,62,12.09%,96.77%,90.16%,6.56%,90.16%,3.28%,3.33%,31.67%,45.00%,20.00%,0.00%,2.88,1.1,0,1.12,6.8,6.58,4.74,37.29%,29.17%,16.67%,14.58%,22.92%,6.78%,75.00%,11.67%,11.67%,11.11%,13.21%,N/A,54.82%,49.76%,83.80%,N/A,N/A,83.32%,N/A,N/A,48.21%,84.71%,55.86%,0.00%
2015,England,Hospital,463,76,16.41%,97.37%,85.14%,6.67%,70.67%,22.67%,5.26%,25.00%,56.58%,9.21%,3.95%,0.87,0.39,0.2,0.64,6.78,6.71,3.52,28.77%,81.25%,72.92%,43.75%,33.33%,6.58%,20.00%,17.39%,17.39%,9.52%,13.51%,N/A,82.28%,71.43%,84.86%,N/A,N/A,96.93%,N/A,N/A,37.28%,89.06%,75.24%,1.32%
2015,England,Hospital,825,141,17.09%,90.78%,90.71%,9.29%,72.86%,17.86%,5.11%,23.36%,42.34%,27.74%,1.46%,1.49,0.64,0.8,0.55,6.92,6.84,5.05,31.39%,27.08%,8.33%,19.79%,10.42%,12.06%,82.35%,38.57%,50.00%,4.44%,15.71%,N/A,75.87%,61.33%,81.00%,N/A,N/A,91.04%,N/A,N/A,61.13%,80.38%,58.30%,2.84%
2015,England,Hospital,744,133,17.88%,92.48%,81.68%,6.06%,79.55%,14.39%,5.56%,20.63%,38.10%,34.92%,0.79%,1.39,0.24,1.11,0.41,6.87,6.64,4.99,23.66%,45.21%,30.14%,23.29%,30.14%,7.63%,58.33%,94.74%,95.49%,0.00%,11.20%,N/A,76.95%,76.73%,90.40%,N/A,N/A,88.72%,N/A,N/A,64.12%,81.88%,70.11%,3.01%
2015,England,Hospital,495,103,20.81%,62.14%,76.24%,17.00%,60.00%,23.00%,9.18%,31.63%,41.84%,15.31%,2.04%,0.74,0.05,0.33,0.96,6.89,6.36,4.44,30.43%,48.65%,24.32%,35.14%,33.78%,16.67%,57.14%,40.00%,42.35%,6.49%,27.37%,N/A,63.09%,40.46%,73.56%,N/A,N/A,73.12%,N/A,N/A,25.10%,86.64%,49.26%,13.86%
2015,England,Hospital,348,64,18.39%,98.44%,93.75%,9.38%,76.56%,14.06%,9.68%,25.81%,35.48%,27.42%,1.61%,0.63,0.81,0.31,0.31,6.61,6.44,3.43,100.00%,11.36%,4.55%,9.09%,2.27%,16.39%,90.00%,67.24%,67.24%,12.07%,16.39%,N/A,41.69%,50.37%,58.81%,N/A,N/A,64.87%,N/A,N/A,48.13%,75.16%,62.79%,1.59%
2015,England,Hospital,371,67,18.06%,95.52%,89.55%,2.99%,68.66%,28.36%,3.08%,23.08%,47.69%,24.62%,1.54%,0.99,0.6,0.39,0.45,6.84,6.73,5.05,80.30%,26.67%,13.33%,17.78%,15.56%,4.48%,33.33%,2.99%,7.46%,1.59%,12.12%,N/A,70.09%,72.17%,96.86%,N/A,N/A,89.63%,N/A,N/A,61.53%,94.87%,78.73%,4.48%
2015,England,Site,808,125,15.47%,89.60%,70.34%,12.07%,74.14%,13.79%,7.83%,29.57%,41.74%,15.65%,5.22%,1.34,0.96,0.85,0.36,6.62,5.81,4.12,27.43%,41.25%,18.75%,28.75%,27.50%,17.95%,52.17%,32.74%,38.05%,10.64%,22.12%,N/A,58.29%,51.55%,80.35%,N/A,N/A,84.58%,N/A,N/A,69.94%,94.07%,72.86%,11.67%
2015,England,Hospital,480,125,26.04%,40.00%,78.40%,14.75%,51.64%,33.61%,4.27%,35.04%,41.03%,15.38%,4.27%,2.69,0.62,0.8,0.64,6.7,6.63,4.96,86.40%,29.13%,12.62%,19.42%,16.50%,17.89%,90.48%,37.50%,80.00%,10.34%,18.70%,N/A,51.46%,36.63%,87.19%,N/A,N/A,90.19%,N/A,N/A,58.92%,87.36%,57.35%,17.60%
2015,England,Hospital,521,75,14.40%,82.67%,88.89%,12.68%,49.30%,38.03%,1.41%,28.17%,49.30%,19.72%,1.41%,1.13,0,0.33,0.44,6.78,6.3,4.87,38.71%,28.00%,16.00%,22.00%,16.00%,14.08%,80.00%,53.52%,57.75%,10.00%,26.09%,N/A,43.38%,41.64%,79.19%,N/A,N/A,80.40%,N/A,N/A,54.78%,80.99%,64.02%,0.00%
2015,England,Hospital,591,87,14.72%,86.21%,91.76%,4.76%,48.81%,46.43%,8.54%,23.17%,47.56%,14.63%,6.10%,1.61,0.37,0.07,0.21,5.89,5.33,3.75,23.38%,53.97%,42.86%,30.16%,30.16%,6.90%,0.00%,3.49%,4.65%,3.39%,13.04%,N/A,59.30%,40.94%,69.36%,N/A,N/A,73.64%,N/A,N/A,54.49%,74.00%,52.91%,5.81%
2015,England,Hospital,357,28,7.84%,92.86%,96.30%,14.29%,75.00%,10.71%,18.52%,33.33%,29.63%,14.81%,3.70%,3.11,1.46,0,1.14,6.51,5.93,3.86,66.67%,72.22%,44.44%,44.44%,61.11%,3.57%,50.00%,7.41%,18.52%,40.00%,33.33%,N/A,66.50%,57.99%,95.51%,N/A,N/A,92.48%,N/A,N/A,47.81%,100.00%,69.84%,28.57%
2015,England,Hospital,430,56,13.02%,91.07%,78.57%,3.64%,61.82%,34.55%,5.56%,18.52%,48.15%,20.37%,7.41%,0.86,0.93,0.14,0.36,6.82,6.67,4.2,40.00%,35.14%,24.32%,27.03%,21.62%,7.27%,40.00%,14.55%,18.18%,13.33%,17.65%,N/A,62.16%,65.36%,81.86%,N/A,N/A,76.12%,N/A,N/A,66.39%,88.53%,71.72%,0.00%
2015,England,Hospital,503,92,18.29%,93.48%,83.70%,16.30%,67.39%,16.30%,6.67%,41.11%,31.11%,18.89%,2.22%,3.23,0.55,0.28,0.26,6.83,6.59,4.02,51.14%,38.67%,22.67%,20.00%,26.67%,23.08%,4.55%,26.67%,27.78%,8.05%,21.84%,N/A,61.47%,33.79%,97.80%,N/A,N/A,94.58%,N/A,N/A,50.41%,91.30%,54.90%,15.22%
2015,England,Hospital,593,99,16.69%,95.96%,95.92%,8.25%,75.26%,16.49%,4.30%,26.88%,52.69%,16.13%,0.00%,1.31,1.13,0.25,0.09,6.72,6.27,4.01,43.82%,60.29%,48.53%,27.94%,25.00%,6.25%,25.00%,21.65%,24.74%,12.50%,14.29%,N/A,67.91%,58.76%,82.10%,N/A,N/A,67.52%,N/A,N/A,51.79%,90.82%,52.13%,0.00%
2015,England,Hospital,636,115,18.08%,95.65%,84.35%,15.04%,73.45%,11.50%,18.35%,33.03%,31.19%,15.60%,1.83%,2.28,1.39,0.5,0.5,6.86,6.74,5.27,44.55%,17.24%,3.45%,13.79%,12.64%,13.04%,93.75%,87.72%,87.72%,14.81%,18.75%,N/A,71.21%,66.88%,87.52%,N/A,N/A,91.92%,N/A,N/A,74.53%,90.85%,81.78%,6.96%
2015,England,Hospital,661,81,12.25%,88.89%,75.64%,5.00%,68.75%,26.25%,12.99%,28.57%,45.45%,9.09%,3.90%,2.3,0.49,0.74,1.07,6.67,6.06,3.88,63.01%,27.94%,14.71%,16.18%,16.18%,10.26%,42.86%,42.31%,48.72%,8.82%,14.71%,N/A,80.67%,41.19%,95.63%,N/A,N/A,87.33%,N/A,N/A,57.16%,96.84%,73.53%,6.33%
2015,England,Hospital,385,52,13.51%,100.00%,80.77%,19.23%,51.92%,28.85%,5.77%,50.00%,15.38%,28.85%,0.00%,2.79,1.31,0.72,0.37,7,7,7,100.00%,44.44%,44.44%,0.00%,30.56%,23.08%,100.00%,94.23%,94.23%,3.92%,13.73%,N/A,65.60%,65.23%,88.81%,N/A,N/A,74.43%,N/A,N/A,50.89%,72.72%,58.66%,1.92%
2015,England,Hospital,282,49,17.38%,51.02%,93.88%,0.00%,83.67%,16.33%,2.04%,24.49%,55.10%,18.37%,0.00%,2.15,0.61,0.8,0.49,6.42,6.35,4.85,20.41%,47.22%,22.22%,30.56%,16.67%,2.04%,50.00%,53.06%,71.43%,5.00%,18.18%,N/A,39.35%,36.59%,94.50%,N/A,N/A,100.00%,N/A,N/A,76.02%,84.70%,70.46%,2.04%
2015,England,Hospital,383,48,12.53%,97.92%,91.67%,6.25%,87.50%,6.25%,2.08%,27.08%,41.67%,27.08%,2.08%,3.13,0.88,1.35,0.42,6.98,6.66,5.41,51.06%,45.83%,20.83%,33.33%,16.67%,12.50%,16.67%,27.08%,35.42%,6.67%,23.53%,N/A,65.05%,54.89%,78.75%,N/A,N/A,80.05%,N/A,N/A,71.19%,75.08%,50.57%,0.00%
2015,England,Hospital,301,49,16.28%,93.88%,91.67%,8.16%,71.43%,20.41%,12.50%,25.00%,39.58%,22.92%,0.00%,2.09,0.41,0.77,1.43,6.82,6.73,4.72,29.17%,33.33%,19.44%,22.22%,25.00%,12.24%,50.00%,18.37%,22.45%,16.67%,18.75%,N/A,78.51%,54.11%,78.96%,N/A,N/A,82.31%,N/A,N/A,69.23%,88.55%,37.07%,0.00%
2015,England,Site,330,41,12.42%,95.12%,75.61%,0.00%,80.49%,19.51%,7.32%,12.20%,56.10%,21.95%,2.44%,1.37,0.59,0.2,0.29,6.74,6.5,5.43,11.11%,20.83%,8.33%,12.50%,0.00%,0.00%,,21.62%,37.84%,3.13%,21.21%,N/A,55.54%,30.52%,79.61%,N/A,N/A,88.89%,N/A,N/A,57.68%,100.00%,96.16%,0.00%
2015,England,Hospital,349,49,14.04%,97.96%,87.76%,4.08%,91.84%,4.08%,4.17%,29.17%,35.42%,29.17%,2.08%,2.64,1.15,0.86,1.22,6.8,6.62,4.33,43.18%,46.43%,28.57%,28.57%,25.00%,2.22%,0.00%,8.89%,11.11%,18.18%,25.00%,N/A,61.11%,59.20%,94.22%,N/A,N/A,77.29%,N/A,N/A,55.92%,82.51%,71.29%,0.00%
2015,England,Hospital,1092,158,14.47%,93.67%,75.95%,8.86%,74.05%,17.09%,3.90%,28.57%,44.16%,15.58%,7.79%,0.8,0.17,0.27,0.03,6.82,6.66,5.56,39.87%,39.17%,21.67%,22.50%,23.33%,10.76%,88.24%,64.94%,66.88%,7.03%,22.52%,N/A,58.76%,53.38%,76.49%,N/A,N/A,84.28%,N/A,N/A,64.83%,80.20%,66.42%,1.90%
2015,England,Hospital,487,87,17.86%,91.95%,90.70%,9.76%,76.83%,13.41%,7.32%,32.93%,36.59%,21.95%,1.22%,0.63,0.21,0.09,0,6.64,6.54,4.61,31.25%,31.15%,16.39%,18.03%,19.67%,8.43%,62.50%,13.25%,15.66%,11.36%,9.52%,N/A,68.74%,68.97%,86.28%,N/A,N/A,86.22%,N/A,N/A,62.79%,100.00%,85.98%,2.35%
2015,England,Site,400,54,13.50%,98.15%,87.04%,3.70%,64.81%,31.48%,2.08%,41.67%,43.75%,12.50%,0.00%,1.38,0,1.39,0.14,6.32,5.54,4.42,39.62%,36.84%,21.05%,21.05%,28.95%,3.77%,0.00%,13.21%,16.98%,4.17%,14.29%,N/A,56.05%,49.08%,86.23%,N/A,N/A,84.64%,N/A,N/A,50.50%,81.82%,59.45%,0.00%
2015,England,Hospital,763,120,15.73%,53.33%,81.51%,7.56%,71.43%,21.01%,5.13%,34.19%,47.01%,12.82%,0.85%,1.25,0.49,0.72,0.93,6.77,6.53,4.39,23.93%,37.76%,24.49%,26.53%,28.57%,8.85%,66.67%,12.15%,14.02%,8.70%,18.69%,N/A,53.08%,33.23%,76.06%,N/A,N/A,75.20%,N/A,N/A,47.07%,81.59%,57.93%,8.33%
2015,England,Site,707,102,14.43%,88.24%,95.00%,9.00%,75.00%,16.00%,8.00%,24.00%,44.00%,23.00%,1.00%,1.12,0.41,0.33,0.08,6.45,5.82,3.56,38.38%,52.46%,27.87%,36.07%,29.51%,5.00%,83.33%,5.21%,7.29%,11.43%,21.11%,N/A,77.16%,62.63%,77.85%,N/A,N/A,95.37%,N/A,N/A,58.47%,82.28%,64.60%,1.00%
2015,England,Hospital,307,67,21.82%,85.07%,86.36%,8.96%,74.63%,16.42%,4.92%,27.87%,44.26%,22.95%,0.00%,0.45,0.27,0.21,0.45,6.82,6.69,4.84,32.79%,48.00%,40.00%,20.00%,32.00%,7.69%,50.00%,6.15%,6.15%,4.55%,15.63%,N/A,73.38%,64.62%,82.16%,N/A,N/A,82.42%,N/A,N/A,43.86%,92.68%,61.51%,13.43%
2015,England,Hospital,220,38,17.27%,92.11%,94.12%,10.81%,81.08%,8.11%,8.82%,29.41%,38.24%,20.59%,2.94%,2.49,0.58,0.18,0.99,6.82,6.92,4.84,23.53%,25.00%,25.00%,0.00%,25.00%,8.11%,100.00%,94.59%,94.59%,5.56%,17.14%,N/A,85.01%,67.58%,79.33%,N/A,N/A,79.17%,N/A,N/A,60.79%,100.00%,67.38%,0.00%
2015,England,Hospital,311,59,18.97%,50.85%,79.31%,17.24%,62.07%,20.69%,3.57%,30.36%,42.86%,23.21%,0.00%,1.46,2.37,0.14,0.51,6.7,6.76,4.95,35.71%,38.46%,15.38%,33.33%,28.21%,28.30%,33.33%,33.33%,37.25%,6.25%,18.18%,N/A,46.94%,52.11%,80.64%,N/A,N/A,71.06%,N/A,N/A,42.56%,75.90%,45.65%,3.39%
2015,England,Hospital,367,72,19.62%,98.61%,85.92%,8.45%,74.65%,16.90%,10.00%,30.00%,42.86%,17.14%,0.00%,0.58,0.32,0.33,0.35,6.69,6.57,4.68,41.18%,23.64%,7.27%,16.36%,18.18%,5.88%,75.00%,15.38%,16.92%,6.67%,4.41%,N/A,80.25%,69.28%,82.26%,N/A,N/A,88.24%,N/A,N/A,58.25%,93.10%,63.13%,1.39%
2015,England,Hospital,606,118,19.47%,94.92%,87.93%,5.08%,73.73%,21.19%,4.24%,23.73%,41.53%,28.81%,1.69%,1.22,0.28,0.04,0.46,6.97,6.5,5,23.48%,37.66%,15.58%,28.57%,16.88%,5.93%,50.00%,30.51%,60.17%,8.05%,16.85%,N/A,61.28%,71.98%,71.20%,N/A,N/A,80.21%,N/A,N/A,39.04%,85.62%,60.04%,0.00%
2015,England,Hospital,585,107,18.29%,90.65%,92.23%,11.76%,68.63%,19.61%,6.00%,38.00%,42.00%,14.00%,0.00%,1.35,0.62,0.15,0.67,6.65,6.49,4.91,58.88%,39.76%,30.12%,22.89%,21.69%,11.32%,91.67%,18.87%,30.19%,8.16%,21.78%,N/A,65.58%,59.20%,64.42%,N/A,N/A,81.20%,N/A,N/A,64.20%,91.54%,69.54%,2.83%
2015,England,Hospital,400,16,4.00%,100.00%,100.00%,6.25%,93.75%,0.00%,12.50%,12.50%,43.75%,31.25%,0.00%,4.06,1.75,1.5,2.63,6.83,6.51,4.4,14.29%,33.33%,22.22%,22.22%,0.00%,12.50%,50.00%,13.33%,33.33%,0.00%,21.43%,N/A,67.65%,72.74%,100.00%,N/A,N/A,85.94%,N/A,N/A,51.76%,85.21%,71.15%,0.00%
2015,England,Hospital,355,33,9.30%,100.00%,84.85%,12.12%,81.82%,6.06%,3.23%,35.48%,41.94%,16.13%,3.23%,4.94,1.52,3.33,1.76,6.92,6.92,4.59,27.27%,25.93%,18.52%,7.41%,11.11%,9.09%,100.00%,21.21%,39.39%,15.38%,25.93%,N/A,95.14%,52.08%,81.87%,N/A,N/A,87.92%,N/A,N/A,48.74%,72.35%,59.23%,0.00%
2015,England,Hospital,164,29,17.68%,93.10%,55.17%,0.00%,89.66%,10.34%,10.71%,28.57%,42.86%,17.86%,0.00%,2.97,1.1,0.66,2.97,7,7,4.32,44.83%,25.00%,12.50%,20.83%,16.67%,6.90%,0.00%,0.00%,0.00%,3.57%,20.69%,N/A,49.79%,46.38%,85.19%,N/A,N/A,89.79%,N/A,N/A,36.57%,91.23%,80.07%,0.00%
2015,England,Hospital,323,59,18.27%,96.61%,91.53%,0.00%,71.19%,28.81%,8.47%,23.73%,45.76%,18.64%,3.39%,2.22,0.47,0.47,0.17,6.88,6.35,3.87,23.73%,51.02%,28.57%,38.78%,26.53%,1.75%,0.00%,18.64%,22.03%,9.76%,25.49%,N/A,63.40%,57.80%,95.35%,N/A,N/A,91.18%,N/A,N/A,75.91%,89.57%,60.05%,1.69%
2015,England,Hospital,750,58,7.73%,60.34%,78.95%,3.51%,82.46%,14.04%,7.27%,27.27%,54.55%,9.09%,1.82%,2.45,1.38,0.94,1.63,6.87,6.74,3.79,13.46%,53.33%,8.89%,46.67%,28.89%,1.79%,0.00%,7.02%,7.02%,6.25%,23.21%,N/A,50.95%,43.06%,75.65%,N/A,N/A,94.18%,N/A,N/A,62.90%,88.90%,62.20%,0.00%
2015,England,Hospital,868,135,15.55%,80.74%,90.30%,9.09%,73.48%,17.42%,7.63%,33.59%,40.46%,16.79%,1.53%,0.74,0.21,0.14,0.11,6.65,6.22,4.14,29.10%,46.36%,28.18%,29.09%,30.91%,8.15%,41.67%,15.67%,20.15%,8.79%,19.66%,N/A,56.68%,40.78%,80.95%,N/A,N/A,73.47%,N/A,N/A,51.33%,74.88%,53.93%,6.67%
2015,England,Hospital,652,100,15.34%,96.00%,93.00%,13.27%,77.55%,9.18%,8.60%,31.18%,43.01%,16.13%,1.08%,1.59,3.12,0.34,1.3,6.53,6.01,4.35,48.86%,28.00%,16.00%,17.33%,24.00%,12.24%,60.00%,54.08%,68.37%,9.30%,21.35%,N/A,62.75%,55.35%,62.82%,N/A,N/A,87.06%,N/A,N/A,71.00%,74.34%,71.04%,1.01%
2015,England,Hospital,450,72,16.00%,63.89%,80.28%,12.68%,76.06%,11.27%,4.29%,37.14%,44.29%,11.43%,2.86%,2.01,0.93,0.52,0.97,6.86,6.34,4.03,35.21%,41.38%,34.48%,24.14%,24.14%,5.80%,25.00%,13.04%,13.04%,4.00%,24.29%,N/A,47.53%,51.11%,74.64%,N/A,N/A,85.94%,N/A,N/A,55.91%,82.50%,69.99%,1.41%
2015,England,Hospital,348,65,18.68%,100.00%,89.23%,7.94%,84.13%,7.94%,3.23%,41.94%,32.26%,19.35%,3.23%,2.85,1.23,0.49,0.49,6.57,6.38,4.75,42.11%,50.00%,44.74%,18.42%,36.84%,10.94%,71.43%,23.73%,25.42%,13.16%,23.08%,N/A,55.38%,57.98%,78.07%,N/A,N/A,91.45%,N/A,N/A,48.79%,87.52%,63.19%,0.00%
2015,England,Hospital,507,71,14.00%,97.18%,94.29%,11.43%,68.57%,20.00%,4.35%,28.99%,43.48%,23.19%,0.00%,1.07,0.67,0.2,1.24,6.83,6.37,4.46,30.00%,24.53%,16.98%,15.09%,18.87%,8.45%,83.33%,21.74%,28.99%,14.49%,24.29%,N/A,70.23%,65.83%,100.00%,N/A,N/A,93.14%,N/A,N/A,68.42%,90.10%,70.51%,0.00%
2015,England,Site,559,83,14.85%,87.95%,74.39%,3.66%,76.83%,19.51%,6.25%,30.00%,38.75%,15.00%,10.00%,2.02,0.37,0,0,6.8,6.69,4.32,29.63%,37.50%,14.29%,25.00%,23.21%,2.44%,0.00%,3.80%,6.33%,4.05%,19.74%,N/A,67.55%,52.89%,75.34%,N/A,N/A,81.07%,N/A,N/A,42.47%,87.06%,69.48%,1.22%
2015,England,Site,1167,199,17.05%,93.47%,87.11%,7.25%,68.91%,23.83%,6.38%,33.51%,41.49%,15.96%,2.66%,1.88,0.34,0.1,0.1,6.85,6.75,4.07,40.31%,37.41%,24.46%,23.02%,23.02%,8.90%,77.78%,36.93%,43.18%,11.25%,27.49%,N/A,65.48%,52.21%,64.08%,N/A,N/A,82.77%,N/A,N/A,59.70%,80.75%,68.57%,5.58%
